brand,model,year,km,transmission,drivetrain,body,price,car_age,km_per_year
Toyota,Land Cruiser,2022,52255.0,Механика,Передний,Седан,2297825,4,13064
Kia,Optima,2014,218629.0,Робот,Полный,Седан,277722,12,18219
BMW,X3,2010,285023.0,Автомат,Задний,Хэтчбек,292452,16,17814
Kia,Sportage,2019,132843.0,Автомат,Передний,Кроссовер,593416,7,18978
Hyundai,ix35,2009,333372.0,Автомат,Полный,Хэтчбек,289935,17,19610
Hyundai,ix35,2013,166736.0,Автомат,Полный,Хэтчбек,306171,13,12826
Hyundai,Solaris,2008,282398.0,Автомат,Передний,Кроссовер,296434,18,15689
Toyota,Land Cruiser,2013,156925.0,Автомат,Передний,Хэтчбек,540992,13,12071
Hyundai,Solaris,2018,115578.0,Автомат,Передний,Кроссовер,554109,8,14447
Kia,Rio,2011,225196.0,Автомат,Передний,Седан,305934,15,15013
BMW,X5,2011,178636.0,Механика,Полный,Хэтчбек,259176,15,11909
Toyota,RAV4,2011,191129.0,Автомат,Полный,Седан,334475,15,12742
BMW,X3,2012,300343.0,Автомат,Задний,Седан,293381,14,21453
Volkswagen,Tiguan,2023,43949.0,Автомат,Полный,Хэтчбек,1327529,3,14650
BMW,5 Series,2020,69321.0,Механика,Передний,Седан,1726038,6,11554
Volkswagen,Tiguan,2019,143007.0,Автомат,Задний,Седан,645758,7,20430
Toyota,RAV4,2008,210118.0,Механика,Полный,Седан,298192,18,11673
BMW,X3,2020,31834.0,Автомат,Передний,Кроссовер,1776675,6,5306
Kia,Ceed,2011,183328.0,Автомат,Полный,Седан,337970,15,12222
Kia,Optima,2010,186625.0,Механика,Полный,Хэтчбек,332789,16,11664
Volkswagen,Golf,2015,73178.0,Механика,Передний,Седан,494332,11,6653
Hyundai,Santa Fe,2008,313222.0,Механика,Полный,Хэтчбек,309571,18,17401
Kia,Ceed,2017,118621.0,Автомат,Полный,Хэтчбек,491759,9,13180
BMW,5 Series,2023,47836.0,Механика,Задний,Седан,2162170,3,15945
Volkswagen,Tiguan,2018,109476.0,Механика,Передний,Кроссовер,607342,8,13684
BMW,X3,2017,127967.0,Механика,Полный,Кроссовер,901541,9,14219
Hyundai,Tucson,2020,72705.0,Робот,Полный,Седан,926523,6,12118
Kia,Ceed,2018,121031.5,Робот,Полный,Хэтчбек,775041,8,15129
Toyota,Corolla,2015,182133.0,Робот,Передний,Кроссовер,565921,11,16558
Kia,Optima,2009,238264.0,Автомат,Полный,Седан,322454,17,14016
Toyota,Land Cruiser,2008,208265.0,Автомат,Полный,Седан,328421,18,11570
Toyota,Corolla,2018,149406.0,Автомат,Полный,Седан,1038020,8,18676
Volkswagen,Passat,2019,136882.0,Механика,Передний,Кроссовер,658892,7,19555
Kia,Ceed,2017,154862.0,Автомат,Передний,Кроссовер,352121,9,17207
BMW,X3,2008,249907.0,Автомат,Полный,Хэтчбек,308657,18,13884
Volkswagen,Passat,2016,176729.0,Автомат,Полный,Кроссовер,267535,10,17673
Toyota,RAV4,2016,193766.0,Автомат,Передний,Хэтчбек,652975,10,19377
Hyundai,ix35,2008,392152.0,Автомат,Полный,Седан,316340,18,21786
Volkswagen,Golf,2012,203449.0,Автомат,Передний,Седан,331607,14,14532
Hyundai,ix35,2023,47715.0,Автомат,Передний,Кроссовер,1282075,3,15905
Volkswagen,Polo,2013,223562.0,Автомат,Задний,Седан,336793,13,17197
BMW,3 Series,2016,103780.0,Автомат,Полный,Кроссовер,911290,10,10378
Kia,Sportage,2020,28316.0,Автомат,Задний,Хэтчбек,1245351,6,4719
BMW,3 Series,2022,69058.0,Механика,Полный,Хэтчбек,2021679,4,17264
BMW,X3,2016,188675.0,Автомат,Полный,Кроссовер,667643,10,18868
Volkswagen,Polo,2016,208290.0,Автомат,Передний,Хэтчбек,255915,10,20829
Toyota,RAV4,2023,39422.0,Механика,Передний,Седан,2664730,3,13141
Volkswagen,Tiguan,2022,73848.0,Робот,Передний,Седан,1068849,4,18462
Hyundai,Solaris,2012,256195.0,Робот,Полный,Седан,311142,14,18300
BMW,5 Series,2023,63836.0,Автомат,Полный,Кроссовер,2317844,3,21279
Hyundai,Solaris,2017,75513.0,Автомат,Передний,Седан,639416,9,8390
BMW,5 Series,2018,149424.0,Механика,Полный,Седан,1138274,8,18678
Hyundai,Santa Fe,2013,288511.0,Робот,Полный,Кроссовер,259912,13,22193
Volkswagen,Tiguan,2020,71291.0,Автомат,Полный,Кроссовер,1073870,6,11882
Volkswagen,Polo,2023,39233.0,Робот,Передний,Седан,1639932,3,13078
Volkswagen,Polo,2020,106754.0,Автомат,Полный,Хэтчбек,828776,6,17792
BMW,5 Series,2020,23891.0,Автомат,Задний,Хэтчбек,1620975,6,3982
BMW,5 Series,2009,166872.0,Механика,Полный,Хэтчбек,295422,17,9816
BMW,X3,2013,204159.0,Автомат,Передний,Хэтчбек,295768,13,15705
Volkswagen,Tiguan,2020,66997.0,Автомат,Передний,Кроссовер,989715,6,11166
Hyundai,ix35,2008,228595.0,Автомат,Передний,Хэтчбек,306913,18,12700
Hyundai,Solaris,2011,117590.0,Автомат,Передний,Хэтчбек,287424,15,7839
Volkswagen,Golf,2008,361029.0,Автомат,Передний,Хэтчбек,268041,18,20057
Kia,Sportage,2019,155024.0,Робот,Полный,Хэтчбек,539895,7,22146
Kia,Sportage,2012,188101.0,Механика,Передний,Хэтчбек,300496,14,13436
Toyota,RAV4,2022,35301.0,Механика,Полный,Седан,2010181,4,8825
Toyota,Camry,2009,320785.0,Автомат,Передний,Хэтчбек,280390,17,18870
Volkswagen,Golf,2020,6245.0,Автомат,Полный,Хэтчбек,1167406,6,1041
BMW,5 Series,2021,49979.0,Автомат,Передний,Кроссовер,2157349,5,9996
BMW,X3,2010,392446.0,Автомат,Задний,Кроссовер,280839,16,24528
Toyota,Land Cruiser,2024,31819.0,Автомат,Полный,Хэтчбек,2955347,2,15910
Hyundai,Solaris,2017,91170.0,Механика,Полный,Седан,537647,9,10130
Volkswagen,Polo,2013,127826.0,Механика,Задний,Хэтчбек,328001,13,9833
Kia,Optima,2008,278225.0,Автомат,Полный,Седан,337680,18,15457
BMW,X3,2014,195046.0,Автомат,Полный,Седан,424017,12,16254
BMW,X3,2019,119953.0,Автомат,Передний,Хэтчбек,1549969,7,17136
Toyota,RAV4,2016,146696.0,Автомат,Полный,Седан,739791,10,14670
Volkswagen,Golf,2009,269566.0,Автомат,Передний,Кроссовер,277512,17,15857
Hyundai,Santa Fe,2023,44212.0,Автомат,Полный,Кроссовер,1592034,3,14737
Kia,Optima,2011,238540.0,Автомат,Полный,Седан,261347,15,15903
BMW,X3,2014,171438.0,Автомат,Передний,Седан,579206,12,14286
Volkswagen,Polo,2023,41763.0,Автомат,Полный,Кроссовер,1645314,3,13921
Hyundai,Tucson,2014,192138.0,Механика,Передний,Хэтчбек,344346,12,16012
Volkswagen,Golf,2017,222314.0,Механика,Полный,Хэтчбек,341193,9,24702
Volkswagen,Tiguan,2021,73417.0,Автомат,Передний,Хэтчбек,1015334,5,14683
BMW,X5,2008,331191.0,Автомат,Полный,Седан,329323,18,18400
Toyota,Land Cruiser,2024,18621.0,Автомат,Задний,Хэтчбек,2887895,2,9310
Volkswagen,Tiguan,2010,85343.0,Автомат,Полный,Кроссовер,299141,16,5334
Toyota,Camry,2017,148662.0,Автомат,Полный,Кроссовер,1024298,9,16518
Kia,Optima,2009,276090.0,Автомат,Передний,Кроссовер,268486,17,16241
Kia,Ceed,2008,279822.0,Робот,Передний,Седан,295946,18,15546
BMW,X5,2016,116700.0,Автомат,Полный,Кроссовер,893259,10,11670
Volkswagen,Polo,2012,309826.0,Автомат,Передний,Кроссовер,324239,14,22130
Volkswagen,Tiguan,2013,257837.0,Механика,Передний,Седан,317802,13,19834
Hyundai,Tucson,2009,193903.0,Автомат,Передний,Кроссовер,268586,17,11406
Hyundai,Santa Fe,2018,154317.0,Автомат,Полный,Седан,514505,8,19290
Toyota,Land Cruiser,2012,225504.0,Автомат,Передний,Кроссовер,269089,14,16107
Toyota,RAV4,2016,125154.0,Механика,Полный,Кроссовер,985010,10,12515
BMW,X3,2013,193130.0,Автомат,Передний,Кроссовер,565489,13,14856
Toyota,RAV4,2014,221265.0,Автомат,Полный,Кроссовер,385813,12,18439
BMW,3 Series,2022,42453.0,Автомат,Полный,Кроссовер,2584045,4,10613
Hyundai,Solaris,2015,162872.0,Автомат,Передний,Хэтчбек,333375,11,14807
Hyundai,Tucson,2016,156537.0,Автомат,Полный,Хэтчбек,310768,10,15654
Volkswagen,Golf,2015,167747.0,Механика,Передний,Кроссовер,297337,11,15250
Volkswagen,Golf,2017,154820.0,Автомат,Полный,Кроссовер,342939,9,17202
Toyota,Camry,2012,188145.0,Автомат,Передний,Седан,256757,14,13439
Hyundai,ix35,2024,25358.0,Автомат,Передний,Хэтчбек,1819931,2,12679
Toyota,Land Cruiser,2016,178265.0,Автомат,Передний,Хэтчбек,775916,10,17826
Volkswagen,Tiguan,2012,181676.0,Автомат,Передний,Кроссовер,255899,14,12977
Toyota,Land Cruiser,2010,283338.0,Автомат,Полный,Седан,292674,16,17709
Kia,Ceed,2017,105347.0,Робот,Передний,Кроссовер,485788,9,11705
Toyota,Camry,2022,45937.0,Автомат,Задний,Кроссовер,2025060,4,11484
BMW,X5,2014,213378.0,Автомат,Передний,Хэтчбек,360030,12,17782
Toyota,Land Cruiser,2017,109812.0,Автомат,Передний,Хэтчбек,1263183,9,12201
Toyota,Camry,2010,141957.0,Механика,Полный,Кроссовер,330915,16,8872
Kia,Optima,2011,238638.0,Механика,Полный,Кроссовер,319428,15,15909
Toyota,Corolla,2022,42553.0,Автомат,Полный,Хэтчбек,1937103,4,10638
BMW,3 Series,2018,197752.0,Механика,Задний,Седан,931737,8,24719
BMW,X5,2022,81843.0,Механика,Передний,Хэтчбек,2039759,4,20461
Kia,Sportage,2011,251073.0,Автомат,Задний,Седан,268737,15,16738
BMW,3 Series,2023,40949.0,Автомат,Полный,Кроссовер,2782721,3,13650
BMW,3 Series,2009,271850.0,Автомат,Задний,Кроссовер,339026,17,15991
Volkswagen,Polo,2018,143616.0,Автомат,Полный,Хэтчбек,446299,8,17952
Hyundai,Santa Fe,2018,105833.0,Автомат,Полный,Седан,611796,8,13229
Volkswagen,Polo,2016,159542.0,Автомат,Передний,Кроссовер,270527,10,15954
Kia,Sportage,2023,52387.0,Автомат,Передний,Хэтчбек,1623950,3,17462
Toyota,Land Cruiser,2021,71438.0,Автомат,Передний,Кроссовер,1789349,5,14288
Hyundai,ix35,2020,70076.0,Автомат,Полный,Хэтчбек,1071832,6,11679
Kia,Sportage,2023,68592.0,Автомат,Передний,Хэтчбек,1493173,3,22864
Hyundai,Santa Fe,2016,149356.0,Робот,Задний,Седан,301495,10,14936
Kia,Optima,2011,92474.0,Автомат,Передний,Кроссовер,277280,15,6165
Hyundai,Solaris,2009,253761.5,Автомат,Задний,Хэтчбек,338878,17,14927
Kia,Ceed,2012,247433.0,Автомат,Передний,Кроссовер,319128,14,17674
Volkswagen,Golf,2021,96332.0,Автомат,Передний,Кроссовер,1033980,5,19266
Hyundai,ix35,2012,269010.0,Робот,Передний,Хэтчбек,273749,14,19215
Kia,Ceed,2023,52829.0,Механика,Передний,Хэтчбек,1209425,3,17610
Toyota,Camry,2020,106378.0,Автомат,Передний,Хэтчбек,1506504,6,17730
Toyota,Camry,2010,247100.0,Механика,Полный,Хэтчбек,268552,16,15444
BMW,3 Series,2011,67354.0,Автомат,Задний,Кроссовер,624456,15,4490
Kia,Ceed,2009,297263.0,Механика,Полный,Седан,323362,17,17486
Hyundai,Tucson,2011,280020.0,Автомат,Задний,Кроссовер,296545,15,18668
Volkswagen,Passat,2022,53516.0,Механика,Задний,Седан,1331749,4,13379
Volkswagen,Polo,2021,73164.0,Автомат,Передний,Хэтчбек,1080483,5,14633
Toyota,Camry,2021,118297.0,Автомат,Полный,Седан,2034559,5,23659
BMW,5 Series,2014,243232.0,Механика,Передний,Седан,339388,12,20269
Hyundai,Santa Fe,2023,38340.0,Автомат,Задний,Кроссовер,1522631,3,12780
BMW,X5,2017,105333.0,Механика,Полный,Седан,1016853,9,11704
Kia,Optima,2016,127091.0,Механика,Передний,Хэтчбек,398662,10,12709
Hyundai,ix35,2022,34594.0,Автомат,Передний,Седан,1203441,4,8648
BMW,5 Series,2010,102583.0,Механика,Передний,Кроссовер,411855,16,6411
Toyota,RAV4,2012,265905.0,Автомат,Полный,Хэтчбек,302076,14,18993
Volkswagen,Golf,2010,149977.0,Автомат,Полный,Кроссовер,320753,16,9374
Hyundai,Solaris,2008,342215.0,Механика,Полный,Кроссовер,286215,18,19012
Toyota,Corolla,2024,30172.0,Автомат,Передний,Кроссовер,2468576,2,15086
Hyundai,ix35,2020,111567.0,Механика,Передний,Кроссовер,711460,6,18594
Kia,Sportage,2013,208960.0,Механика,Полный,Хэтчбек,337592,13,16074
Toyota,Corolla,2018,121031.5,Механика,Передний,Седан,1105906,8,15129
Hyundai,Tucson,2020,93308.0,Робот,Передний,Кроссовер,882043,6,15551
Hyundai,Tucson,2020,94479.0,Автомат,Передний,Седан,963177,6,15746
BMW,3 Series,2021,81901.0,Механика,Полный,Хэтчбек,1780462,5,16380
Volkswagen,Tiguan,2024,22544.0,Механика,Передний,Кроссовер,1437871,2,11272
Toyota,RAV4,2019,83017.0,Механика,Задний,Кроссовер,1541724,7,11860
Volkswagen,Passat,2017,179772.0,Автомат,Передний,Кроссовер,272815,9,19975
Volkswagen,Tiguan,2022,67791.0,Механика,Передний,Кроссовер,1385950,4,16948
BMW,5 Series,2010,251780.0,Механика,Задний,Кроссовер,275956,16,15736
Toyota,Camry,2012,194121.0,Автомат,Полный,Кроссовер,265136,14,13866
Kia,Rio,2011,261769.0,Механика,Полный,Седан,323574,15,17451
Toyota,RAV4,2010,212673.0,Механика,Передний,Кроссовер,263615,16,13292
BMW,X3,2024,21199.0,Автомат,Полный,Седан,2889367,2,10600
BMW,X5,2017,155786.0,Механика,Полный,Седан,949730,9,17310
BMW,3 Series,2008,185195.0,Автомат,Передний,Хэтчбек,328570,18,10289
BMW,5 Series,2010,319143.0,Механика,Полный,Кроссовер,318744,16,19946
Kia,Ceed,2024,32724.0,Автомат,Полный,Седан,1525474,2,16362
Kia,Rio,2011,167608.0,Автомат,Задний,Хэтчбек,271031,15,11174
